Category,JEE Marks,MHT-CET Marks,Branch,10th Marks,12th Marks
OBC,0,142,Biotechnology,54,76
OBC,270,185,Computer Science,68,74
OBC,22,89,Mechanical,63,78
ST,24,4,Civil,60,83
OBC,209,112,Biotechnology,71,84
SC,155,150,Biotechnology,75,85
General,217,25,Chemical Engineering,59,60
OBC,161,13,Electrical,67,54
SC,192,16,Chemical Engineering,68,69
OBC,169,81,Electrical,52,77
OBC,208,7,Biotechnology,57,73
OBC,160,9,Electrical,69,51
ST,208,193,Mechanical,86,78
OBC,166,39,Electrical,72,72
General,166,114,Computer Science,48,82
ST,237,133,Mechanical,84,73
OBC,140,115,Mechanical,71,91
OBC,109,53,Computer Science,91,54
General,130,35,Electrical,92,88
SC,184,10,Chemical Engineering,65,68
ST,44,138,Mechanical,57,48
General,173,74,Biotechnology,72,58
General,121,200,Mechanical,86,83
OBC,212,118,Biotechnology,75,97
General,155,56,Civil,78,86
ST,15,0,Electrical,91,90
ST,147,180,Computer Science,63,46
OBC,6,160,Electrical,96,66
OBC,224,122,Biotechnology,72,81
General,119,64,Mechanical,70,78
General,171,111,Computer Science,49,80
SC,41,116,Mechanical,58,82
SC,44,184,Chemical Engineering,61,82
General,174,36,Computer Science,65,80
General,213,200,Biotechnology,96,85
ST,104,42,Civil,50,61
OBC,261,184,Computer Science,70,73
ST,105,28,Mechanical,63,88
General,175,29,Computer Science,64,79
ST,69,99,Electrical,99,62
ST,27,1,Electrical,99,82
General,23,64,Biotechnology,88,81
OBC,219,8,Biotechnology,65,74
OBC,210,117,Biotechnology,66,90
OBC,97,181,Mechanical,65,100
OBC,192,77,Mechanical,57,57
OBC,196,46,Civil,58,84
SC,189,1,Chemical Engineering,66,46
SC,192,18,Chemical Engineering,69,66
ST,68,106,Electrical,96,64
ST,211,189,Mechanical,90,79
ST,148,2,Mechanical,70,94
OBC,119,33,Mechanical,62,81
SC,283,29,Computer Science,57,54
OBC,15,144,Biotechnology,61,78
SC,300,69,Chemical Engineering,86,56
General,123,30,Electrical,94,89
OBC,40,58,Biotechnology,56,73
OBC,89,139,Biotechnology,63,85
OBC,220,0,Biotechnology,57,76
OBC,212,0,Biotechnology,64,76
General,278,174,Mechanical,65,79
OBC,167,83,Electrical,50,79
OBC,67,106,Civil,67,87
General,20,56,Biotechnology,89,75
SC,160,15,Mechanical,86,51
ST,173,23,Computer Science,86,66
General,172,38,Computer Science,66,79
ST,29,0,Electrical,96,89
General,115,28,Electrical,94,91
General,16,70,Biotechnology,88,74
SC,279,129,Computer Science,55,77
ST,194,191,Mechanical,90,72
ST,17,12,Electrical,54,57
OBC,34,74,Biotechnology,59,73
General,118,190,Mechanical,87,83
General,88,103,Biotechnology,73,70
SC,77,190,Electrical,61,86
General,154,60,Civil,73,83
General,161,80,Biotechnology,76,53
OBC,182,86,Mechanical,53,59
ST,228,134,Mechanical,85,75
SC,278,131,Computer Science,59,68
ST,233,106,Computer Science,93,74
SC,37,114,Mechanical,55,82
General,198,11,Computer Science,89,67
ST,147,184,Electrical,100,96
OBC,57,134,Civil,88,92
SC,31,76,Civil,72,74
SC,174,20,Mechanical,85,56
General,276,176,Mechanical,69,78
ST,58,21,Biotechnology,84,85
OBC,276,191,Computer Science,71,80
ST,149,186,Computer Science,64,47
ST,210,191,Mechanical,87,73
General,161,54,Civil,78,86
OBC,286,50,Mechanical,86,79
OBC,82,134,Biotechnology,57,80
SC,274,34,Computer Science,61,53
OBC,106,51,Computer Science,89,60
OBC,44,32,Chemical Engineering,53,58
OBC,110,40,Mechanical,64,84
OBC,199,34,Chemical Engineering,65,53
General,124,199,Mechanical,89,89
OBC,41,125,Civil,93,89
General,204,59,Chemical Engineering,70,95
OBC,37,200,Chemical Engineering,75,83
General,172,23,Computer Science,69,79
SC,197,19,Chemical Engineering,65,64
OBC,29,199,Mechanical,92,53
OBC,127,59,Civil,51,87
OBC,116,57,Chemical Engineering,95,87
OBC,14,47,Civil,79,57
OBC,216,116,Biotechnology,81,95
OBC,143,22,Electrical,69,45
ST,227,129,Mechanical,80,71
OBC,44,184,Mechanical,93,53
SC,183,11,Chemical Engineering,61,54
SC,300,57,Chemical Engineering,85,56
ST,99,33,Civil,49,59
ST,235,117,Mechanical,85,72
General,187,15,Computer Science,89,68
ST,153,4,Mechanical,78,92
OBC,12,28,Biotechnology,94,57
General,198,16,Computer Science,88,65
ST,238,165,Chemical Engineering,86,55
OBC,70,90,Civil,67,83
OBC,158,47,Electrical,68,77
ST,300,190,Biotechnology,75,92
General,186,12,Computer Science,86,63
OBC,114,58,Computer Science,88,51
OBC,214,124,Biotechnology,76,97
ST,155,72,Civil,75,76
OBC,266,199,Computer Science,72,77
OBC,4,130,Biotechnology,57,76
OBC,95,197,Mechanical,73,100
ST,117,33,Mechanical,62,92
SC,161,157,Biotechnology,72,84
SC,46,123,Mechanical,56,79
ST,164,1,Mechanical,70,94
SC,270,132,Biotechnology,67,62
General,182,13,Computer Science,84,59
OBC,123,42,Civil,50,93
OBC,217,114,Biotechnology,75,96
OBC,215,126,Biotechnology,69,88
SC,279,22,Computer Science,58,58
ST,60,139,Mechanical,57,52
General,222,25,Chemical Engineering,62,68
SC,140,142,Biotechnology,68,54
General,182,12,Electrical,54,90
SC,294,64,Chemical Engineering,84,56
General,161,3,Computer Science,98,93
OBC,51,189,Chemical Engineering,77,84
SC,268,124,Computer Science,52,76
General,39,122,Civil,80,76
General,180,17,Electrical,48,93
OBC,85,94,Civil,70,86
General,242,200,Electrical,78,58
General,207,29,Chemical Engineering,60,68
General,151,52,Civil,75,83
General,113,200,Mechanical,84,91
OBC,222,4,Biotechnology,62,73
ST,286,200,Biotechnology,74,94
ST,49,148,Mechanical,59,48
OBC,61,6,Biotechnology,67,47
SC,220,194,Chemical Engineering,54,76
General,252,196,Electrical,77,56
OBC,185,91,Mechanical,58,58
ST,158,23,Computer Science,91,66
SC,100,123,Chemical Engineering,76,89
OBC,167,83,Electrical,47,79
General,211,26,Chemical Engineering,64,64
OBC,74,99,Civil,68,89
ST,285,131,Computer Science,67,79
OBC,28,68,Biotechnology,56,77
SC,166,155,Biotechnology,75,85
ST,243,115,Computer Science,90,74
General,10,187,Computer Science,96,90
OBC,10,159,Electrical,98,71
ST,282,140,Computer Science,59,73
General,120,24,Electrical,94,92
SC,300,66,Chemical Engineering,85,54
SC,260,131,Biotechnology,66,65
OBC,186,93,Mechanical,52,63
General,158,122,Computer Science,51,87
OBC,211,122,Biotechnology,66,84
SC,44,177,Electrical,88,55
ST,4,2,Electrical,51,52
OBC,300,54,Mechanical,93,75
SC,141,139,Biotechnology,71,60
OBC,11,47,Civil,87,58
General,46,121,Civil,82,70
SC,137,32,Mechanical,90,61
ST,231,132,Mechanical,79,70
General,17,187,Computer Science,95,85
ST,1,0,Electrical,51,52
General,214,22,Chemical Engineering,62,61
OBC,6,156,Electrical,93,68
General,156,60,Civil,75,88
ST,70,34,Biotechnology,86,87
SC,260,133,Biotechnology,62,58
General,165,115,Computer Science,56,89
OBC,192,43,Civil,61,82
OBC,217,9,Biotechnology,65,68
OBC,178,148,Biotechnology,70,49
ST,154,75,Civil,82,74
General,209,194,Biotechnology,95,85
ST,132,185,Electrical,100,87
OBC,219,118,Biotechnology,79,96
SC,266,129,Biotechnology,62,57
OBC,27,32,Chemical Engineering,47,63
OBC,13,139,Biotechnology,55,70
OBC,263,189,Computer Science,67,81
SC,46,127,Mechanical,60,74
SC,279,156,Civil,92,86
General,135,75,Mechanical,72,75
SC,200,6,Chemical Engineering,70,67
OBC,34,198,Mechanical,97,48
OBC,166,93,Electrical,54,81
OBC,80,107,Civil,69,92
General,227,161,Mechanical,48,64
ST,159,180,Computer Science,64,53
SC,157,119,Biotechnology,79,91
SC,299,51,Chemical Engineering,85,55
SC,50,196,Mechanical,57,66
ST,292,136,Computer Science,61,72
SC,138,47,Mechanical,84,60
OBC,79,166,Mechanical,76,65
General,138,63,Mechanical,75,70
OBC,30,188,Mechanical,90,56
OBC,132,49,Civil,46,94
General,92,95,Biotechnology,77,69
General,118,198,Mechanical,85,90
SC,44,75,Civil,77,70
SC,297,51,Chemical Engineering,89,54
SC,279,151,Civil,84,94
General,27,58,Biotechnology,83,74
SC,36,112,Mechanical,55,82
SC,289,53,Chemical Engineering,83,58
SC,263,118,Biotechnology,63,64
General,237,188,Electrical,79,58
SC,295,155,Civil,87,94
ST,239,99,Computer Science,94,71
OBC,211,129,Biotechnology,73,87
SC,274,130,Computer Science,59,77
ST,154,78,Civil,81,72
SC,87,183,Electrical,58,83
ST,152,74,Civil,78,79
OBC,38,200,Chemical Engineering,74,88
OBC,28,199,Mechanical,92,49
SC,276,128,Biotechnology,70,64
General,190,14,Computer Science,80,64
SC,297,61,Chemical Engineering,83,58
ST,236,162,Chemical Engineering,85,58
OBC,75,165,Mechanical,83,58
SC,279,162,Civil,88,91
ST,155,177,Computer Science,64,48
ST,134,193,Electrical,100,96
ST,157,14,Computer Science,87,65
ST,284,199,Biotechnology,75,93
SC,160,162,Biotechnology,74,77
ST,10,19,Civil,55,80
General,280,179,Mechanical,69,82
ST,228,131,Mechanical,80,70
SC,57,189,Electrical,94,54
OBC,282,142,Chemical Engineering,77,87
SC,52,200,Mechanical,52,73
SC,219,188,Chemical Engineering,48,74
ST,10,18,Civil,57,82
ST,239,129,Mechanical,86,76
OBC,33,82,Mechanical,61,76
SC,87,191,Electrical,66,84
General,202,53,Chemical Engineering,69,96
OBC,42,62,Biotechnology,62,79
OBC,80,97,Civil,66,88
OBC,153,39,Electrical,71,75
SC,67,189,Mechanical,54,75
ST,57,38,Biotechnology,89,84
General,176,116,Computer Science,51,82
General,129,194,Mechanical,90,91
SC,272,118,Biotechnology,64,64
SC,60,180,Electrical,94,52
General,205,20,Chemical Engineering,63,64
ST,61,109,Electrical,100,67
OBC,0,34,Biotechnology,93,57
OBC,94,188,Mechanical,66,92
SC,116,117,Chemical Engineering,71,91
OBC,141,49,Civil,54,94
SC,185,0,Chemical Engineering,69,50
SC,173,12,Mechanical,86,53
ST,23,12,Civil,53,77
General,205,199,Biotechnology,89,80
ST,233,110,Computer Science,85,79
ST,19,7,Civil,57,82
ST,145,80,Civil,78,80
ST,139,199,Electrical,100,91
ST,110,36,Mechanical,62,89
General,99,181,Biotechnology,68,59
ST,21,4,Electrical,99,82
OBC,223,8,Biotechnology,57,72
OBC,190,80,Mechanical,59,61
OBC,275,147,Chemical Engineering,79,88
SC,265,118,Biotechnology,70,65
General,216,18,Chemical Engineering,67,67
SC,294,152,Civil,89,90
ST,142,175,Computer Science,61,48
SC,53,196,Mechanical,49,70
SC,289,150,Civil,85,95
SC,191,19,Chemical Engineering,68,68
General,126,30,Electrical,95,87
OBC,51,200,Chemical Engineering,68,87
SC,231,187,Chemical Engineering,49,74
SC,225,180,Chemical Engineering,53,80
ST,157,179,Computer Science,60,50
OBC,197,50,Civil,56,88
SC,152,138,Biotechnology,73,57
ST,257,159,Electrical,91,95
OBC,18,154,Electrical,94,66
OBC,274,140,Chemical Engineering,74,92
General,239,197,Electrical,75,60
OBC,139,122,Mechanical,78,88
General,29,37,Biotechnology,64,78
OBC,112,27,Mechanical,60,85
OBC,142,44,Civil,46,88
OBC,153,33,Electrical,70,74
OBC,83,88,Civil,70,90
SC,268,25,Computer Science,57,59
SC,38,117,Mechanical,57,74
SC,271,126,Biotechnology,70,57
OBC,6,137,Biotechnology,61,78
General,138,74,Mechanical,71,73
ST,240,116,Computer Science,87,77
General,12,60,Biotechnology,84,72
SC,53,200,Mechanical,48,72
OBC,124,53,Electrical,94,83
SC,159,25,Mechanical,89,55
OBC,143,22,Electrical,69,52
General,188,16,Computer Science,83,62
SC,161,157,Biotechnology,74,78
General,242,173,Mechanical,98,72
SC,51,200,Mechanical,50,67
General,162,0,Computer Science,92,100
General,19,26,Biotechnology,62,78
OBC,49,132,Civil,91,89
General,205,200,Biotechnology,89,83
ST,77,169,Computer Science,92,94
General,148,49,Civil,76,79
OBC,1,136,Biotechnology,59,79
SC,129,38,Mechanical,89,54
General,208,25,Chemical Engineering,65,67
ST,86,168,Computer Science,88,96
SC,137,133,Biotechnology,73,60
ST,9,0,Electrical,51,51
General,277,182,Mechanical,66,78
OBC,73,100,Civil,68,84
OBC,221,129,Biotechnology,80,88
ST,143,67,Civil,81,80
ST,131,180,Electrical,100,88
ST,149,186,Computer Science,64,47
ST,17,6,Electrical,54,56
ST,83,175,Computer Science,96,98
SC,60,178,Electrical,88,57
OBC,8,25,Biotechnology,92,58
General,15,200,Computer Science,92,84
General,24,32,Biotechnology,65,83
ST,259,154,Electrical,95,91
OBC,227,126,Biotechnology,78,95
OBC,277,194,Computer Science,70,77
ST,293,200,Biotechnology,78,88
SC,40,129,Mechanical,59,81
ST,295,198,Biotechnology,75,91
OBC,8,143,Biotechnology,59,78
OBC,108,42,Mechanical,68,87
SC,171,118,Biotechnology,73,89
OBC,72,123,Biotechnology,61,86
ST,164,0,Mechanical,77,94
General,15,63,Biotechnology,83,78
SC,156,144,Biotechnology,69,54
OBC,191,150,Biotechnology,68,49
OBC,74,169,Mechanical,83,58
SC,138,30,Mechanical,92,56
General,13,200,Computer Science,100,84
General,119,71,Mechanical,73,76
OBC,165,39,Electrical,71,73
ST,17,11,Electrical,55,55
SC,114,113,Chemical Engineering,71,89
OBC,183,45,Civil,61,87
SC,63,191,Mechanical,51,66
OBC,74,161,Mechanical,78,59
General,264,184,Mechanical,70,82
General,118,199,Mechanical,85,89
SC,142,131,Biotechnology,74,52
General,103,101,Biotechnology,77,73
ST,264,144,Electrical,89,91
OBC,182,154,Biotechnology,73,54
SC,161,159,Biotechnology,69,81
General,135,68,Mechanical,73,70
General,138,77,Mechanical,76,74
General,124,66,Mechanical,76,69
OBC,0,37,Biotechnology,97,59
SC,167,25,Mechanical,90,52
SC,85,178,Electrical,65,87
OBC,159,7,Electrical,60,53
ST,245,116,Mechanical,81,74
SC,110,123,Chemical Engineering,76,87
OBC,154,32,Electrical,72,72
ST,200,186,Mechanical,91,71
OBC,127,53,Electrical,88,79
OBC,20,89,Mechanical,54,72
OBC,63,85,Chemical Engineering,70,57
OBC,110,36,Mechanical,62,87
OBC,202,20,Chemical Engineering,67,56
SC,104,108,Chemical Engineering,74,90
General,127,190,Mechanical,88,88
SC,262,125,Biotechnology,69,62
OBC,216,131,Biotechnology,71,83
SC,168,133,Biotechnology,73,85
OBC,192,44,Civil,63,82
General,247,174,Mechanical,98,71
ST,63,38,Biotechnology,86,81
SC,276,33,Computer Science,57,53
OBC,146,21,Electrical,67,47
General,184,18,Computer Science,83,62
SC,29,76,Civil,77,71
General,218,34,Chemical Engineering,66,68
ST,92,178,Computer Science,90,94
OBC,222,4,Biotechnology,65,69
General,234,185,Mechanical,95,72
ST,168,12,Computer Science,86,60
General,199,44,Chemical Engineering,61,96
OBC,33,29,Chemical Engineering,53,62
ST,200,199,Mechanical,94,80
SC,58,200,Mechanical,55,71
General,183,8,Computer Science,86,63
General,55,129,Civil,78,74
General,158,61,Civil,79,82
OBC,298,67,Mechanical,88,82
OBC,61,0,Biotechnology,70,53
General,187,15,Electrical,54,88
OBC,11,132,Biotechnology,56,73
OBC,0,40,Biotechnology,95,57
OBC,55,200,Chemical Engineering,71,85
SC,58,178,Electrical,89,56
ST,73,26,Biotechnology,87,78
OBC,84,127,Biotechnology,58,85
SC,99,119,Chemical Engineering,74,94
ST,14,18,Civil,54,82
OBC,125,37,Mechanical,62,83
OBC,118,62,Electrical,94,85
SC,156,126,Biotechnology,76,59
SC,33,76,Civil,78,73
General,236,170,Mechanical,90,80
General,123,71,Mechanical,73,69
OBC,112,29,Mechanical,68,87
OBC,4,49,Civil,82,59
General,116,200,Mechanical,91,85
ST,289,200,Biotechnology,70,95
SC,47,130,Mechanical,57,80
SC,35,79,Civil,80,74
OBC,32,85,Mechanical,54,73
ST,162,29,Computer Science,83,65
OBC,1,47,Civil,79,50
SC,145,144,Biotechnology,70,53
OBC,34,70,Biotechnology,53,73
OBC,12,63,Civil,81,57
OBC,134,114,Mechanical,78,92
ST,75,182,Computer Science,90,100
OBC,57,6,Biotechnology,68,51
General,115,193,Mechanical,85,90
General,111,198,Mechanical,92,92
SC,115,114,Chemical Engineering,74,92
OBC,275,198,Computer Science,71,79
General,115,29,Electrical,100,87
ST,103,38,Mechanical,59,93
ST,100,31,Mechanical,63,92
ST,69,100,Electrical,100,66
General,91,104,Biotechnology,73,71
OBC,36,65,Biotechnology,62,79
ST,138,183,Electrical,99,87
OBC,195,50,Civil,63,82
General,116,194,Mechanical,88,84
OBC,35,191,Mechanical,94,50
OBC,53,138,Civil,93,92
SC,227,198,Chemical Engineering,49,76
SC,225,192,Chemical Engineering,57,77
ST,145,8,Mechanical,72,95
OBC,158,7,Electrical,68,45
SC,60,193,Mechanical,51,68
General,243,194,Electrical,78,62
OBC,181,153,Biotechnology,75,52
SC,60,191,Electrical,88,53
SC,101,125,Chemical Engineering,74,86
ST,140,64,Civil,76,80
ST,1,0,Electrical,48,56
SC,113,124,Chemical Engineering,76,94
SC,73,184,Electrical,61,88
ST,19,19,Civil,52,85
General,189,21,Computer Science,72,84
General,41,130,Civil,82,69
General,243,163,Mechanical,46,63
OBC,123,67,Electrical,91,87
General,130,32,Electrical,100,90
SC,54,177,Electrical,95,55
ST,143,74,Civil,80,78
ST,86,169,Computer Science,95,95
General,184,16,Electrical,51,85
SC,36,177,Chemical Engineering,65,88
ST,19,11,Civil,54,82
SC,277,128,Computer Science,52,73
General,166,113,Computer Science,51,83
OBC,221,124,Biotechnology,81,95
SC,282,169,Civil,84,94
OBC,102,185,Mechanical,71,100
General,123,71,Mechanical,75,75
OBC,28,34,Chemical Engineering,51,59
ST,297,138,Computer Science,66,73
SC,151,137,Biotechnology,67,54
ST,102,20,Mechanical,65,92
ST,244,127,Mechanical,88,68
ST,101,27,Civil,47,66
ST,88,42,Civil,55,57
General,109,179,Biotechnology,71,62
General,190,3,Computer Science,85,61
OBC,78,126,Biotechnology,61,87
OBC,44,35,Chemical Engineering,52,66
ST,147,176,Computer Science,63,48
ST,56,97,Electrical,99,67
OBC,190,28,Chemical Engineering,72,58
OBC,269,197,Computer Science,72,81
General,249,189,Mechanical,89,74
OBC,285,140,Chemical Engineering,73,92
OBC,51,127,Civil,89,92
SC,68,200,Mechanical,52,69
General,125,65,Mechanical,75,74
OBC,7,37,Biotechnology,94,55
OBC,54,200,Chemical Engineering,70,85
SC,278,123,Computer Science,52,72
OBC,29,186,Mechanical,93,49
General,27,74,Biotechnology,82,80
OBC,210,129,Biotechnology,79,97
OBC,53,192,Chemical Engineering,72,85
General,235,186,Electrical,73,54
SC,268,32,Computer Science,61,57
OBC,68,97,Civil,62,85
ST,145,180,Computer Science,62,52
General,206,23,Chemical Engineering,62,64
OBC,126,72,Chemical Engineering,96,93
SC,162,147,Biotechnology,72,83
OBC,50,200,Chemical Engineering,68,91
OBC,43,37,Chemical Engineering,56,59
OBC,131,55,Electrical,93,88
OBC,0,131,Biotechnology,56,71
General,230,187,Mechanical,93,74
General,210,17,Chemical Engineering,58,63
OBC,6,170,Electrical,100,69
OBC,24,88,Mechanical,57,72
ST,232,110,Computer Science,86,76
SC,167,161,Biotechnology,76,84
General,167,0,Computer Science,91,100
General,123,59,Mechanical,71,74
ST,205,194,Mechanical,94,77
SC,137,49,Mechanical,88,55
General,195,15,Electrical,52,88
OBC,189,47,Civil,63,85
General,239,188,Electrical,82,57
General,207,198,Biotechnology,95,86
ST,23,1,Civil,52,85
General,24,196,Computer Science,100,89
OBC,116,59,Chemical Engineering,94,84
OBC,106,62,Computer Science,89,59
OBC,40,183,Mechanical,93,48
SC,79,182,Electrical,58,91
General,124,25,Electrical,97,93
OBC,127,52,Civil,50,89
OBC,278,198,Computer Science,68,72
General,159,57,Civil,73,83
OBC,113,71,Chemical Engineering,100,90
SC,300,55,Chemical Engineering,89,53
SC,162,159,Biotechnology,77,83
ST,197,185,Mechanical,90,71
General,230,189,Mechanical,92,72
OBC,9,30,Biotechnology,98,52
OBC,160,13,Electrical,68,49
General,125,71,Mechanical,67,75
SC,160,151,Biotechnology,71,83
ST,267,151,Electrical,87,89
General,122,28,Electrical,99,87
OBC,215,10,Biotechnology,58,71
ST,278,139,Computer Science,66,78
OBC,297,52,Mechanical,88,74
OBC,129,57,Chemical Engineering,98,88
OBC,156,18,Electrical,68,51
General,160,52,Civil,75,79
SC,39,76,Civil,74,66
OBC,30,184,Mechanical,89,50
General,183,13,Computer Science,80,67
SC,36,93,Civil,78,68
ST,116,23,Mechanical,62,97
OBC,97,180,Mechanical,68,96
SC,50,193,Mechanical,57,71
ST,96,34,Civil,50,62
General,168,115,Computer Science,57,86
OBC,136,42,Civil,47,87
SC,147,142,Biotechnology,72,59
SC,190,13,Chemical Engineering,63,70
General,14,199,Computer Science,95,81
OBC,0,40,Biotechnology,90,60
ST,282,195,Biotechnology,76,92
SC,59,200,Mechanical,49,66
OBC,36,200,Mechanical,96,48
General,168,78,Biotechnology,69,60
OBC,88,124,Biotechnology,62,79
OBC,0,48,Civil,86,59
OBC,194,49,Civil,58,88
SC,199,11,Chemical Engineering,71,61
OBC,115,65,Computer Science,93,58
ST,13,0,Electrical,54,58
General,128,200,Mechanical,84,85
ST,155,172,Computer Science,65,51
OBC,44,200,Chemical Engineering,69,87
SC,83,195,Electrical,64,90
SC,110,115,Chemical Engineering,78,87
ST,18,2,Civil,51,82
ST,143,70,Civil,75,79
SC,267,132,Computer Science,59,71
General,122,194,Mechanical,87,90
ST,194,181,Mechanical,89,76
OBC,158,47,Electrical,65,75
General,181,17,Electrical,51,92
General,242,164,Mechanical,49,57
ST,281,145,Computer Science,59,80
OBC,189,147,Biotechnology,71,56
General,116,194,Mechanical,88,90
General,188,3,Electrical,48,94
General,265,180,Mechanical,73,78
SC,276,150,Civil,85,87
General,181,18,Computer Science,87,64
ST,11,0,Electrical,54,52
SC,186,16,Chemical Engineering,71,64
SC,278,20,Computer Science,54,58
SC,276,128,Biotechnology,67,61
OBC,196,34,Chemical Engineering,74,58
OBC,13,42,Biotechnology,93,52
ST,244,118,Mechanical,87,76
SC,155,140,Biotechnology,68,52
OBC,26,72,Biotechnology,57,73
ST,11,13,Electrical,46,52
General,170,81,Biotechnology,70,58
ST,288,133,Computer Science,59,79
ST,57,97,Electrical,98,66
OBC,130,59,Electrical,90,81
ST,86,182,Computer Science,95,95
OBC,4,51,Civil,78,51
SC,57,186,Electrical,92,58
OBC,41,30,Chemical Engineering,53,62
OBC,202,23,Chemical Engineering,74,58
General,236,186,Mechanical,96,77
General,188,20,Computer Science,87,61
SC,41,188,Electrical,88,57
OBC,175,84,Electrical,51,79
OBC,134,109,Mechanical,72,91
SC,265,24,Computer Science,55,54
SC,89,188,Electrical,66,86
OBC,277,151,Chemical Engineering,78,83
OBC,46,134,Civil,93,89
ST,161,13,Computer Science,92,60
General,7,198,Computer Science,95,90
ST,143,169,Computer Science,63,46
General,201,61,Chemical Engineering,63,89
General,154,9,Computer Science,100,95
General,23,200,Computer Science,95,85
SC,231,191,Chemical Engineering,56,77
ST,282,192,Biotechnology,75,96
SC,266,134,Computer Science,51,76
ST,156,0,Mechanical,71,92
General,213,194,Biotechnology,94,83
OBC,214,0,Biotechnology,58,75
SC,187,5,Chemical Engineering,71,63
OBC,46,120,Civil,90,92
ST,67,34,Biotechnology,88,78
SC,52,191,Mechanical,50,67
OBC,81,95,Civil,71,86
OBC,201,34,Chemical Engineering,71,55
General,24,187,Computer Science,94,88
OBC,118,35,Mechanical,65,89
OBC,126,67,Chemical Engineering,100,86
OBC,8,130,Biotechnology,61,72
OBC,274,187,Computer Science,67,75
OBC,110,66,Chemical Engineering,95,88
OBC,49,127,Civil,89,98
ST,272,160,Electrical,95,92
General,25,74,Biotechnology,87,80
SC,37,170,Chemical Engineering,65,85
General,123,200,Mechanical,86,88
OBC,263,200,Computer Science,68,81
SC,195,1,Chemical Engineering,64,50
ST,226,162,Chemical Engineering,84,63
General,188,9,Computer Science,87,59
ST,14,0,Electrical,94,87
OBC,80,90,Civil,70,88
ST,24,2,Electrical,96,84
SC,161,119,Biotechnology,76,86
SC,107,114,Chemical Engineering,79,86
SC,142,134,Biotechnology,69,56
OBC,166,30,Electrical,68,77
General,108,184,Biotechnology,72,57
SC,179,12,Chemical Engineering,66,52
SC,52,180,Electrical,90,56
OBC,286,57,Mechanical,90,75
General,125,194,Mechanical,92,86
OBC,287,153,Chemical Engineering,76,92
OBC,213,123,Biotechnology,74,82
ST,243,171,Chemical Engineering,84,62
OBC,93,186,Mechanical,74,93
SC,188,7,Chemical Engineering,69,69
SC,94,177,Chemical Engineering,51,80
OBC,187,42,Civil,62,86
SC,272,124,Computer Science,53,75
General,243,171,Mechanical,47,64
SC,128,44,Mechanical,87,55
ST,228,167,Chemical Engineering,87,59
OBC,93,190,Mechanical,65,98
SC,165,155,Biotechnology,73,79
ST,143,187,Electrical,100,91
SC,102,123,Chemical Engineering,76,95
SC,300,54,Chemical Engineering,87,52
ST,156,63,Civil,74,79
SC,272,124,Biotechnology,68,63
OBC,87,198,Mechanical,66,94
OBC,32,22,Chemical Engineering,52,59
OBC,63,8,Biotechnology,66,49
OBC,78,139,Biotechnology,57,88
OBC,112,66,Chemical Engineering,95,89
SC,274,117,Biotechnology,71,62
OBC,217,125,Biotechnology,74,89
OBC,127,60,Chemical Engineering,95,90
OBC,12,154,Electrical,97,69
General,98,94,Biotechnology,79,68
SC,185,12,Chemical Engineering,71,65
OBC,271,200,Computer Science,75,76
ST,68,103,Electrical,98,62
OBC,300,54,Mechanical,88,79
General,188,57,Chemical Engineering,68,94
SC,300,53,Chemical Engineering,85,58
ST,293,139,Computer Science,66,76
OBC,78,165,Mechanical,78,62
SC,285,120,Computer Science,57,76
General,30,62,Biotechnology,80,76
General,87,101,Biotechnology,81,71
General,117,195,Mechanical,91,90
OBC,172,81,Electrical,50,85
General,280,179,Mechanical,67,79
General,239,186,Electrical,75,60
General,198,18,Electrical,53,88
SC,292,54,Chemical Engineering,85,54
ST,253,150,Electrical,93,90
General,84,105,Biotechnology,80,77
General,158,126,Computer Science,55,86
OBC,218,8,Biotechnology,61,73
OBC,121,70,Chemical Engineering,95,89
OBC,39,21,Chemical Engineering,55,59
SC,60,179,Electrical,94,58
General,52,130,Civil,86,67
General,177,33,Computer Science,68,83
General,135,71,Mechanical,69,71
OBC,269,144,Chemical Engineering,73,89
OBC,90,130,Biotechnology,58,84
OBC,201,21,Chemical Engineering,72,49
OBC,191,95,Mechanical,57,61
General,188,59,Chemical Engineering,62,91
General,93,100,Biotechnology,80,69
OBC,185,94,Mechanical,61,61
ST,234,154,Chemical Engineering,87,56
SC,76,190,Electrical,59,83
General,200,46,Chemical Engineering,64,90
General,26,20,Biotechnology,64,81
OBC,216,125,Biotechnology,68,81
SC,128,33,Mechanical,86,56
SC,194,6,Chemical Engineering,63,48
SC,186,14,Chemical Engineering,60,49
OBC,216,121,Biotechnology,73,84
General,27,23,Biotechnology,63,83
SC,89,189,Electrical,60,89
SC,164,121,Biotechnology,79,88
General,13,198,Computer Science,99,83
General,14,28,Biotechnology,64,79
OBC,100,192,Mechanical,69,100
SC,41,166,Chemical Engineering,64,82
General,162,48,Civil,72,83
OBC,262,190,Computer Science,67,78
SC,57,192,Mechanical,53,72
SC,31,181,Chemical Engineering,68,80
General,130,69,Mechanical,69,71
General,222,21,Chemical Engineering,61,64
OBC,126,44,Civil,52,89
OBC,112,43,Mechanical,59,84
General,129,37,Electrical,99,90
ST,236,129,Mechanical,88,76
General,186,48,Chemical Engineering,65,89
ST,73,29,Biotechnology,85,86
OBC,211,120,Biotechnology,67,89
General,212,189,Biotechnology,91,81
SC,112,121,Chemical Engineering,73,95
